ID 	 Date 	 Text 	 I-LOC 	 I-PER 	 I-MISC & IORG
gnd118554700_bbf06ba1-f840-4a17-9a18-f0c9d10074fa	1798-10-15	H. erhält von der preußischen Gesandtschaft in Paris einen für 18 Monate gültigen Pass, in dem er als Reiseziele Marseille und Algier hat eintragen lassen.	[Algier, Marseille, Paris]	[]	[preußischen Gesandtschaft]
gnd118554700_8cd1f8a4-8f0c-454a-8045-722893fdf925	1798-10-20	H. reist mit dem von ihm als Begleiter für die große Reise vorgesehenen Aimé Bonpland von Paris nach Marseille ab. Mittags in Melun, abends in Villeneuve-sur-Yonne. Die Nacht bringen H. und Bonpland im Wagen zu. Weitere Reiseroute:	[Bonpland, Marseille, Melun, Paris]	[]	[]
gnd118554700_43518fdf-ba33-4d95-8089-b934a86a3b0c	1798-10-21	Mittags in Auxerre, abends in Lucie-le-Bois.	[Auxerre, Lucie-le-Bois]	[]	[]
gnd118554700_ba19d893-2b95-4424-98c1-be0962dfb823	1798-10-22	Mittags in Saulieu, abends in Arnay-le-Duc.	[Arnay-le-Duc, Saulieu]	[]	[]
gnd118554700_3fe71b82-871e-4d40-83c9-bfefb2634359	1798-10-23	Mittags in Chalon-sur-Saône, abends in Mâcon.	[Chalon-sur-Saône, Mâcon]	[]	[]
gnd118554700_53be7999-0b3c-42ae-aa8f-13a313c7d3df	1798-10-24	H. und Bonpland fahren mit einer Barke auf der Saône weiter und treffen um 18 Uhr in Lyon ein.	[Bonpland, Lyon, Saône]	[]	[]
gnd118554700_1a402440-cdcc-496e-919d-f62b52a86acb	1798-10-25	2 Uhr morgens: Aufbruch von Lyon. Mittags in Péage, abends in Valence.	[Lyon, Valence]	[]	[]
gnd118554700_7c3e51fb-e814-49bc-b14e-45dceb2e737c	1798-10-26	Nachts in Avignon.	[Avignon]	[]	[]
gnd118554700_cee2a099-1539-40e4-b60d-5ca2244e6cd7	1798-10-27	Mittags in Lambesc, um 18.30 Uhr Eintreffen in Marseille.	[Lambesc, Marseille]	[]	[]
gnd118554700_6a58aaa5-0887-4b04-bb4e-3d2d8861794b	1798-10-31	H. und Bonpland warten bis Mitte Dezember vergeblich auf eine Überfahrtmöglichkeit nach Nordafrika. Sie botanisieren in der Umgebung von Marseille; H. besucht mehrfach die Sternwarte. Folgende Exkursionen werden unternommen:	[Bonpland, Marseille, Nordafrika]	[]	[]
gnd118554700_7b16c43f-03c0-4dae-80c0-dd2081ad1cd3	1798-11-10	Ausflug nach Toulon, Eintreffen dort um 18 Uhr.	[Toulon]	[]	[]
gnd118554700_ad90b383-5c10-40be-91b5-b19c2d44c277	1798-11-11	Besichtigung von Hafen und Arsenal in Toulon; H. auf La Boudeuse, dem Expeditionsschiff von Louis Antoine de Bougainville.	[La Boudeuse, Toulon]	[Louis Antoine de Bougainville]	[]
gnd118554700_5f0e71d8-fbbe-4efb-b155-829fef3be0b8	1798-11-12	Abstecher nach Hygères und Rückkehr nach Toulon.	[Hygères, Toulon]	[]	[]
gnd118554700_567226b1-8979-48af-8654-119bbdc1aa62	1798-11-13	Rückkehr nach Marseille.	[Marseille]	[]	[]
gnd118554700_e21ba554-777a-4c24-ad6f-caa32df3e020	1798-11-14	H. und Bonpland bleiben bis Mitte Dezember in Marseille, von wo aus sie einige Exkursionen z. B. zu den Gipsbrüchen von Allauch und zur Insel Pomègues unternehmen. - Wegen der Kriegerklärung des Dey von Algier an Frankreich beschließt H., nach Tunis überzusetzen, erhält aber aus Sicherheitsgründen kein Visum dafür.	[Algier, Allauch, Frankreich, Marseille, Tunis]	[Dey]	[Insel Pomègues]
gnd118554700_ac0aaa16-eadc-4c6c-8380-cbb6b61838f4	1798-12-04	H. entschließt sich, den ihm vorgeschlagenen Weg über Spanien zu wählen.	[Spanien]	[]	[]
gnd118554700_d5916735-d457-4fca-8493-639bf6ca138e	1798-12-15	H. und Bonpland reisen über Nimes (B: 21.12.), Montpellier (B: 24.12.) und Perpignan (B: 4.1.1799) nach Spanien.	[Montpellier, Nimes, Perpignan, Spanien]	[]	[]
gnd118554700_9c54da15-2a47-476c-8c7e-e3e0c2516c6e	1799-01-05	H. betritt wohl an diesem Tage spanischen Boden und reist über Gerona (B: 7.1.) nach Barcelona.	[Barcelona, Gerona]	[]	[spanischen]
gnd118554700_c235d373-44c5-4ecf-a2e0-20a0adc185a9	1799-01-08	H. trifft in Barcelona ein ( B: 15. und 26.1.) und macht von dort aus vom 18.-25.1. eine Exkursion zum Montserrat (B: 20.1.).	[Barcelona]	[]	[]
gnd118554700_2a9799c5-e63b-410a-9def-002a3b30fc15	1799-01-28	H. reist von Barcelona über Valencia nach Madrid. Reiseroute: Venta de Lionet (28.1.), Los Munjos (29.1.), Figuereta (29.1.), Cambrils (30.1.), Castilla und Col de Balaguer (31.1.), Venta della Sienita (2.2.), Alcal de Chisvert (2.2.), Valencia (B: 5.-8.2.), über den Río Jucar, Puerto de Almanasa, Albacete, La Roda, Minaya, Povencio, Pedernoso, EI Toboso, Quintanar de la Orden, Ocaña, Aranjuez, Val de Moro.	[Albacete, Aranjuez, Balaguer, Barcelona, Cambrils, La Roda, Madrid, Minaya, Ocaña, Valencia, Venta]	[Aranjuez, Castilla, Moro, Puerto de Almanasa, Río Jucar]	[EI Toboso, Venta della Sienita]
gnd118554700_c3baf490-8294-4d7e-b1b6-c534c513b031	1799-02-23	H. und Bonpland treffen in Madrid ein; H. quartiert sich wahrscheinlich bei dem preußischen Geschäftsträger David de Tribolet-Hardy ein.	[Madrid]	[David de, David de Tribolet-Hardy]	[]
gnd118554700_f3a7e2d7-32fb-4d9b-b0a6-c624c589ae73	1799-03	H. ist mehrfach am spanischen Hof in Aranjuez; er wird dem spanischen König Karl IV. (1748-1819) vorgestellt.	[Aranjuez]	[Karl IV]	[spanischen]
gnd118554700_25bc36a3-c55b-4b4a-83e6-af0882e2b0f2	1799-03-04	H. beginnt seine astronomischen Beobachtungen in Madrid, im Palast des Herzogs von Infantado y Lerma (Pedro d'Alcantara de Toledo, Duque de Infantado y Lerman).	[Lerma, Madrid, Toledo]	[Duque de Infantado y Lerman, Infantado, Infantado y Lerma, Pedro, Pedro d'Alcantara de Toledo]	[Duque de Infantado y Lerman]
gnd118554700_b72f51e5-0f4c-4cfd-9047-440a23d03529	1799-03-11	H. reicht sein Gesuch um Erlaubnis zu einer Forschungsreise durch die spanischen Kolonien beim spanischen König ein. Die Bittschrift wird durch den sächsischen Gesandten Philipp Baron von Forell (1758-1808) befördert.	[]	[Philipp Baron von Forell]	[spanischen]
gnd118554700_8e61d2ce-aaa5-435b-aeea-aa7178e38807	1799-03-15	Der sächsische Gesandte Baron von Forell erhält die Mitteilung, man werde H. die Erlaubnis zum Studium der Bergwerke und zu anderen Forschungen in den spanischen Kolonien erteilen.	[]	[Baron von Forell]	[spanischen]
gnd118554700_fe2b91ea-a5d7-4c60-894b-39109cbf5699	1799-04-20	H. in Aranjuez.	[Aranjuez]	[]	[]
gnd118554700_cfadede5-829c-49a9-a73f-821c33bea3e3	1799-05-02	H. nochmals in Aranjuez.	[Aranjuez]	[]	[]
gnd118554700_e2de4696-8bf0-4126-b0b5-993ef8a6b109	1799-05-07	H.s Reisepass wird unter diesem Datum in Aranjuez ausgestellt.	[Aranjuez]	[]	[]
gnd118554700_42daeacc-5c30-45b0-90d1-3378c898c923	1799-05-13	H. bricht mit Bonpland von Madrid nach La Coruña auf. Reiseroute: EI Escorial, Guadarrama, Puerto de Guadarrama, Villacastín, Medina del Campo, Tordesillas, Villalpando, Benavente, La Bañeza, Astorga, Puerto Manzanal, Bembibre, Villafranca del Bierzo, Lugo, La Coruña.	[Astorga, Escorial, Guadarrama, La Bañeza, La Coruña, Madrid, Medina del Campo, Tordesillas, Villafranca]	[Astorga, Bierzo, Bonpland, Lugo, Medina del Campo, Puerto Manzanal, Puerto de Guadarrama, Tordesillas, del Campo]	[EI Escorial]
gnd118554700_d4b9cbb5-ff2a-4cd6-931a-9dd787531541	1799-06-05	H. hat sich mit seinem Begleiter auf der spanischen Korvette "Pizarro" eingeschifft und bricht zu seiner großen Reise auf.	[]	[Pizarro]	[spanischen]
gnd118554700_2619b316-7b67-40d6-9708-85edcb2e4bdd	1799-06-16	Die Kanarischen Inseln kommen in Sicht.	[]	[]	[Kanarischen]
gnd118554700_a74ee40a-425f-4e5e-9100-2454f6d58d5f	1799-06-17	Das Schiff trifft vor Graciosa ein. H. geht in einem Boot an Land; er betritt zum erstenmal außereuropäischen Boden.	[Graciosa]	[]	[]
gnd118554700_64419e91-04e3-4e4b-af96-000f0afbfebb	1799-06-19	H. landet in Santa Cruz auf Teneriffa; er bleibt bis zum 25.6. auf der Insel.	[Santa Cruz, Teneriffa]	[]	[]
gnd118554700_833a712b-4a89-49d4-9673-08312e9305c7	1799-06-20	H. reist über La Laguna nach La Orotava.	[La Laguna, La Orotava]	[]	[La Laguna]
gnd118554700_a72c28c4-5761-431a-a058-5af24e4f31cf	1799-06-21	Besteigung den Pico de Teide.	[]	[Pico]	[]
gnd118554700_bb1b5452-e3c9-4f31-8d49-b431cf449d31	1799-06-22	H. beobachtet am Abhang des Pico das "Schwanken" der Sterne. Nachts: Rückkehr vom Pico de Teide.	[]	[Pico de Teide]	[]
gnd118554700_98154512-e65d-4fd7-a0c1-ebc7c25b0bef	1799-06-24	Rückkehr nach Santa Cruz und Einschiffung.	[Santa Cruz]	[]	[]
gnd118554700_cb4bc35b-c487-43d4-a33d-0fb065a18840	1799-06-25	Abfahrt von Santa Cruz.	[]	[Santa Cruz]	[]
gnd118554700_1cbbab44-2296-4eff-ac5d-59cb38e0c0b5	1799-06-27	Die "Pizarro" schneidet den Wendekreis des Krebses.	[]	[Pizarro]	[]
gnd118554700_ff2d2c8e-94b5-4dd4-a337-d76d19d11b25	1799-07-04	H. sieht zum ersten Mal das Kreuz des Südens.	[]	[]	[]
gnd118554700_37d6dd4b-b122-441a-a049-41f58985bab3	1799-07-16	H. landet in Cumaná. Wegen einer auf dem Schiff ausgebrochenen Seuche setzt er die Reise nicht, wie vorgesehen, nach Cuba fort. Er hält sich in Cumaná mit Unterbrechungen (s. u.) bis zum 18.11.1799 auf.	[Cuba, Cumaná]	[]	[]
gnd118554700_a6e7148e-681b-41b4-b9d6-727c1b37bd41	1799-08-19	H. besucht an diesem und dem folgenden Tage die Halbinsel Araya und die dortige Saline.	[Araya]	[]	[Halbinsel Araya]
gnd118554700_902ca760-0edd-4634-bae1-374993ddbe5a	1799-08-21	H. bis zum 3.9. wieder in Cumaná.	[Cumaná]	[]	[]
gnd118554700_e0352b52-e87d-46a0-8b5d-e620eb147a32	1799-09-04	H. unternimmt eine Reise zu der Kapuziner-Mission bei den Chaymas-Indianern im Süden von Cumaná: auf dem Imposíbile (4.9.), Mission San Fernando (5./6.9.), Cumanacoa (vier Tage Aufenthalt), Cocollar (12./13.9.), Besteigung des Tumiriquiri (13.9.), Mission San Antonio (15.9.), Mission Guanaguana (südlichster Punkt, 16.9.), Kloster Caripe (17.9.), von dort Besuch der Höhle der Guácharos (18.9.). Die Höhle der Guácharos wird durch H. weltbekannt.	[Cumaná]	[Cumaná, Mission Guanaguana, San Antonio, San Fernando]	[Chaymas-Indianern, Mission San Fernando]
gnd118554700_32b250f7-5f22-4b04-9012-72411c1de10e	1799-09-22	Rückreise von Caripe über die Mission Catuaro (23.9.) nach Cariaco (23./24.9.). Von dort zu Schiff nach Cumaná; Landung bei dem Gehöft Pericantral.	[Cariaco, Cumaná]	[Caripe]	[Mission Catuaro]
gnd118554700_60ca3238-aead-4f85-9933-55f3337a2db6	1799-09-24	H. bis zum 18.11. erneut in Cumaná.	[Cumaná]	[]	[]
gnd118554700_2ddb3d89-bf00-4118-8ded-0acceeaa711c	1799-10-27	Überfall auf H. und Bonpland durch einen Zambo; Bonpland wird leicht verletzt.	[]	[]	[]
gnd118554700_1e0c44e0-3f93-42ec-a868-081d1c3b0e9b	1799-10-28	H. beobachtet in Cumaná die Sonnenfinsternis.	[Cumaná]	[]	[]
gnd118554700_fe4f3018-ae09-4979-8009-a4bb1c2dde76	1799-11-04	H. erlebt ein Erdbeben in Cumaná.	[Cumaná]	[]	[]
gnd118554700_ccb891a0-9f02-4311-bd3f-83f1fa167367	1799-11-11	H. beobachtet in der Nacht zum 12.11. in Cumaná einen Meteorfall.	[Cumaná]	[]	[]
gnd118554700_d3df27ff-d218-4e1e-8b82-1b39beba5581	1799-11-18	H. bricht zu Schiff von Cumaná nach Caracas auf. Reiseroute längs der Küste: Nueva Barcelona (kurze Landung 19.11.), Higuerote (Zwischenlandung 20.11.).	[Caracas, Cumaná, Higuerote, Nueva Barcelona]	[]	[Nueva Barcelona]
gnd118554700_8fa4ee4f-25f9-4c1b-913b-dca14ab3a882	1799-11-21	H. landet in La Guaira, dem Hafen von Caracas	[La Guaira]	[]	[]
gnd118554700_e5bb9c0d-6566-4628-8ecf-febd6097551c	1799-11-22	Weiterreise nach Caracas, wo H. bis zum 7.2.1800 bleibt. Er wird mit den Familien der politisch maßgebenden Hacendados (Großgrundbesitzer) der Stadt bekannt: dies sind die Familien der Marqueses Rodriguez del Toro, der Grafen Tovar und der Marqueses de Ustáriz y Tovar. H. wird von ihnen auf ihre Haciendas in der Umgebung eingeladen.	[Caracas]	[Tovar]	[Marqueses Rodriguez del Toro, Marqueses de Ustáriz y Tovar, y Tovar]
gnd118554700_7df61ea9-dea5-4b52-b194-eb2977e4ff1f	1799	In diesem Jahr erscheinen in Braunschweig im Verlag von Friedrich Vieweg H.s Monographien "Versuche über die Chemische Zerlegung des Luftkreises" und, mit einer Vorrede Wilhelm von Humboldts, "Über die unterirdischen Gasarten und die Mittel, ihren Nachtheil zu vermindern."	[Braunschweig, Humboldts]	[Friedrich Vieweg, Friedrich Vieweg H.s, Wilhelm von Humboldts]	[]
gnd118554700_65497ad3-2e52-4f5d-a977-68a6ff220410	1800-01-01	H. übernachtet auf der Kaffeeplantage des Vicente Gallegos am Fuße der Silla bei Caracas. An diesem und dem folgenden Tage besteigt er die Silla.	[Caracas, Gallegos]	[Silla, Vicente Gallegos]	[]
gnd118554700_018b97c9-ef41-4b1f-9f32-df4515768390	1800-01-17	Exkursion nach La Guaira, dem Hafen von Caracas: Tacagua (17.1.), Quebrada de Tipe (Topo) (17.1.), La Guaira (23.-25.1.), danach Rückkehr nach Caracas.	[Caracas, La Guaira]	[]	[]
gnd118554700_33f5612a-4532-4f40-b176-e8725a7f499c	1800-02-07	H. und Bonpland brechen von Caracas aus zur Orinocoreise auf. Reiseroute: Gneisgebirge EI Higuerote (8.2.), Hacienda des José de Manterola im Tal des Río Tuy (9.-11.2.), Victoria am See von Valencia (11.-12.2.), La Concepción, Hacienda der Familie Ustáriz (13.2.), Maracay (13./14.2.), Tapatapa am Vorgebirge EI Portachuelo (14.2.), Hacienda de Cura, Besitz des Grafen Domingo Tovar (1762-1807), (14.-21.2., am 18.2. Besuch der heißen Quellen von Mariara), Punta Zamora, Guacara (21.2.), Mocundo (22.2.), Nueva Valencia (22.-26.2.), Trinchera (heiße Quellen, 27.2.), Puerto Cabello (27.2.-1.3.), Barbula (l.3.), Guacara (Familie des Marqués del Toro, 4.-6.3.), zurück nach Nueva Valencia (6.-8.3.), Guige (8.3.), Villa de Cura (9./10.3.). Eintritt in die Llanos (Savannen). San Juan de los Morros (11.3.), Parapara, Ortiz Flores, Mesa de Paja (12.3.), El Caimán (La Guadelupe; 13.3.), Calabozo (14.-24.3.; Versuche mit Zitteraalen).	[Calabozo, Caracas, Concepción, Flores, Guacara, Higuerote, La Concepción, La Guadelupe, Maracay, Maracay -LRB-, Marqués del Toro, Nueva Valencia, Parapara, Portachuelo, Puerto Cabello, San Juan, San Juan de los Morros, Tapatapa, Valencia, Victoria, Zamora]	[Calabozo, Domingo Tovar, Hacienda de Cura, Hacienda des José de Manterola, Mariara, Mesa de Paja, Ortiz Flores, Puerto Cabello, Punta Zamora, Victoria]	[EI Portachuelo, Nueva Valencia, Río Tuy]
gnd118554700_aa227bfa-2308-4577-9b74-c8018b64f7b2	1800-03-27	H. trifft in San Fernando am Apure ein, dem Hauptort der Kapuzinermissionen in der Provinz Barinas. Abschluß der Reise über die Llanos.	[Barinas, Provinz Barinas, San Fernando]	[]	[]
gnd118554700_abb7387e-9db9-470c-a0ce-a4876cbdfec4	1800-03-30	Beginn der Flußfahrt. H. verläßt um 16 Uhr San Fernando in einer Piroge flußabwärts.	[San Fernando]	[]	[]
gnd118554700_687041a3-cd39-479a-af02-9a30e2f63773	1800-03-31	Diamante, Vuelta del Joval.	[Vuelta]	[Vuelta del Joval]	[Vuelta del Joval]
gnd118554700_9cc46761-837f-4169-96eb-3f06e0e54964	1800-04-01	Santa Barbara de Arichuna.	[Santa Barbara]	[Barbara de Arichuna]	[]
gnd118554700_09c737a6-9f54-47ef-92d5-a9b1a5a96f13	1800-04-04	H. erreicht die Einmündung des Río Apure in den Orinoco. Weitere Reiseroute der Bootsfahrt auf dem Orinoco flußaufwärts: Insel Encaramada (5./6.4.), Insel Boca de Tortuga (6.4.), Beobachtung der "Schildkröteneierernte". Das Boot füllt sich beim Absegeln durch eine Ungeschicklichkeit des Steuermanns mit Wasser und gerät in Gefahr, unterzugehen. Die Insassen werden "wie durch ein Wunder gerettet". Missionsdorf und Gebirge Encaramada, La Urbana. Der Franziskanermönch Ramón Bueno macht H. auf Petroglyphen aufmerksam, die er für Buchstaben hält und später in den "Vues des Cordillères" abdruckt.	[Encaramada, Insel Boca de Tortuga, La Urbana, Orinoco, Río Apure, Tortuga]	[Boca]	[Franziskanermönch Ramón Bueno, Río Apure]
gnd118554700_929968a7-fa71-4a57-8f24-4bacf520794f	1800-04-09	Pararuma, Carichana (11./12.4.), Einfluß des Río Meta (12.4.), San Borja (12.4.), Playa Guaripa (13.4.), Insel Guachaco (14.4.), Insel Panumana (14.4.), Stromschnellen (Raudales) des Orinoco bei Atures (15.-17.4.), Garcita (17.4.) und Maipures (18.-21.4.), Insel Piedra del Ratón (21.4.), Boca de Zama (22.4.), Aricagua (23.4.), Siquita (24.4.), San Fernando de Atabapo (24.4.).	[Boca de Zama, Carichana, Garcita, Orinoco, Río Meta, San Borja, San Fernando]	[Insel Guachaco, Insel Panumana, Insel Piedra, Insel Piedra del Ratón, Meta, Playa Guaripa]	[Boca, Río Meta, San Fernando de Atabapo]
gnd118554700_b7b26d6b-d0f7-4ebf-95c1-74d31aecd4af	1800-04-26	Abfahrt von San Fernando auf dem Atabapo: Guapasoso (26.4.), Mendaxari (28.4.), San Baltasar de Atabapo (29./30.4.), Einfahrt in den Río Temi (30.4.), von diesem in den Río Tuamini (l.5.), San Antonio de Yavitá (1.-5.5.). Landtransport der Piroge zum Río Pimichin.	[San Antonio, San Baltasar]	[San Antonio, San Fernando]	[San Fernando]
gnd118554700_8e60c662-b8ad-473e-9722-362a90c33732	1800-05-06	Reise auf dem Río Pimichin und dem Río Negro abwärts bis San Carlos del Río Negro (Maroa, San Miguel de Davipe am 6.5., vorbei an der Casiquiare-Mündung). Nach Aussagen einheimischer Indios glaubt H., dass die Quellen des Río Negro nicht mehr weit entfernt seien.	[Negro, Río Negro, Río Pimichin, San Carlos del Río Negro, San Miguel]	[Carlos del Río Negro -LRB- Maroa, H., San Miguel]	[Maroa, Río Negro]
gnd118554700_511de419-5469-4668-ae45-3f6338804a38	1800-05-07	San Carlos del Río Negro, der südlichsten Punkt dieser Reise (bis 10.5.).	[]	[Carlos del Río Negro, San Carlos del Río Negro]	[]
gnd118554700_2634b250-5b2c-4090-8e11-1e9496f76122	1800-05-10	Abreise von San Carlos, den Río Negro flussaufwärts zurück bis zur Einmündung des Casiquiare: San Francisco Solano, Piedra de Culimacari (11.5.), Mandavaca (12.5.), Wasserfall Cunuri (13.5.), Pasiba (14.5.). Fahrt auf dem Río (Brazo) Casiquiare flußaufwärts bis zum Ausfluß aus dem Orinoco (20.5.). H. bestätigt die ältere Erkenntniss, dass der Casiquiare ein Arm des Orinoco ist, der durch die Bifurkation (Gabelung) des Flusses entsteht. Der Casiquiare mündet in den Río Negro und verbindet damit die Stromsysteme des Orinoco und des Amazonas. H. vermutete als Ursache für die Gabelteilung eine von der heutigen Forschung bestätigte Bodenerhöhung im Bett des Orinoco.	[Amazonas, Mandavaca, Negro, Orinoco, Río Negro, San Carlos]	[Cunuri, Piedra de Culimacari, Río Negro, San Carlos]	[San Francisco Solano]
gnd118554700_e86edc84-ed7f-4cbb-8554-a51f3adf795d	1800-05-21	H. fährt den Orinoco aufwärts bis Esmeralda und bleibt dort bis zum 23.5. Er mißt den Gipfel des Cerro Duida und glaubt, nicht weit von den Quellen des Orinoco entfernt zu sein.	[Cerro Duida, Esmeralda, Orinoco]	[]	[Cerro Duida]
gnd118554700_458f8970-1a68-4f1d-a35d-04b8e9ca0061	1800-05-24	Rückreise stromabwärts nach Angostura: Santa Barbara del Alto, Isla deMinisi (26.5.), San Fernando de Atabapo (26./27.5.). Von hier an passiert H. bis Encaramada den gleichen Flußabschnitt, auf dem er bei der Hinreise schon flußaufwärts gefahren war: Mündung des Río Meta (28.5.), Mataveni (29.5.), Raudales von Maipures (29.-31.5.) und Atures (31.5.), am Raudal von Atures Besuch der Knochenhöhle von Ataruipe, dem "Nationalbegräbnis" der Atures-Indianer. H. nimmt trotz des latenten Protestes der Indios drei Skelette und einige Schädel für seinen Göttinger Lehrer Johann Friedrich Blumenbach (1752-1840) mit. Carichana, La Urbana (6./7.6.), Insel Cucuruparu (7.6.), San Rafael del Capuchino (8.6.), Encaramada, Caicara (9./10.6.), Puerto de los Frailes (11.6.), Boca del Infierno, Real Corona, Insel Ceiba (12.6.), Angostura (13.6.). Abschluß der 75tägigen Flußfahrt, bei der rund 2.250 km zurückgelegt wurden.	[Angostura, Caicara, Encaramada, La Urbana, Río Meta, San Fernando, San Rafael, Santa Barbara]	[Atures, Barbara del Alto, Boca, Boca del Infierno, Carichana, Insel Ceiba, Insel Cucuruparu, Isla deMinisi, Johann Friedrich Blumenbach, Maipures, Meta, Rafael del Capuchino, San Rafael del Capuchino]	[Atures-Indianer, Indios, Insel Ceiba, Nationalbegräbnis, Real Corona, Río Meta]
gnd118554700_df6eb7e7-8ed2-4b9f-b661-21f8b0c96515	1800-07-10	H. bricht nach einem insbesondere für Bonpland notwendigen Genesungsaufenthalt auf der Hacienda von Juana Bonalda von Angostura zur Rückreise nach Nueva Barcelona auf dem Landweg auf: Cari (13.7.), Begegnung mit einer großen Gruppe von Kariben, die H. für den bedeutendsten Indiostamm nach Azteken und Inkas erklärt. Villa del Pao (16.7.).	[Angostura, Inkas, Nueva Barcelona]	[Juana Bonalda, Juana Bonalda von Angostura, Pao -LRB-]	[]
gnd118554700_96576215-c3b6-47be-8995-067428fd01da	1800-07-17	H. wird auf der Gesamtsitzung der Königlich Preußischen Akademie der Wissenschaften zu Berlin zum außerordentlichen Mitglied gewählt.	[Berlin]	[]	[]
gnd118554700_5ae5063e-d5e2-41c6-ab7e-d2d01fcc8750	1800-07-23	H. bleibt bis 26.8. in Nueva Barcelona.	[Nueva Barcelona]	[]	[]
gnd118554700_0ab6014c-cbd3-459a-aedb-cc6a963c7640	1800-08-04	Die Wahl H.s zum außerordentlichen Mitglied der Preußischen Akademie der Wissenschaften wird durch König Friedrich Wilhelm III. bestätigt.	[H.s]	[Friedrich Wilhelm, Friedrich Wilhelm III, Friedrich Wilhelm III.]	[]
gnd118554700_e98dbb26-0d47-4ea4-bf9e-45cd91105d43	1800-08-26	H. fährt an diesem und dem folgenden Tage entlang der Küste nach Cumaná.	[Cumaná]	[]	[]
gnd118554700_ec01d3e2-6aa5-4d85-a8d9-7500e3e8f72b	1800-08-27	Erneuter Aufenthalt in Cumaná (bis 16.11.).	[Cumaná]	[]	[]
gnd118554700_6778ac15-898f-4f28-b008-10097cf82ea9	1800-09-07	In Cumanacoa (bis 8.9.).	[Cumanacoa]	[]	[]
gnd118554700_18f3f3f5-a0fd-4c2c-872f-7f07d2857244	1800-11-03	Besuch der Halbinsel Araya (bis 5.11.).	[Araya]	[]	[]
gnd118554700_33f159f4-468d-4c67-a412-2ec4b288aade	1800-11-06	In Manicuare(s).	[]	[]	[]
gnd118554700_a5b0f2cb-1f65-457e-8aa8-ba6f4459ab3d	1800-11-17	Küstenfahrt in 6 Stunden von Cumaná nach Nueva Barcelona. H. bleibt bis zum 24.11. dort.	[Cumaná, Nueva Barcelona]	[]	[]
gnd118554700_077180ad-2b0f-48a3-829b-ab59dfb50513	1800-11-24	H. sticht von Nueva Barcelona nach Cuba in See.	[Cuba, Nueva Barcelona]	[]	[]
gnd118554700_c180f63f-6a86-4d9a-9b9e-8ab22c24533e	1800-12-19	H. landet in La Habana auf Cuba. Er macht die Bekanntschaft zahlreicher Familien und Persönlichkeiten der Stadt, darunter der Jurist Francisco de Arango y Parreno (1765-1837), der Graf J. de Jaruco y Mompox sowie der Graf Pedro Pablo de Oreilly. H.s erster Aufenthalt auf Cuba dauert bis zum 15.3.1801.	[Cuba, H.s, Jaruco, La Habana]	[Francisco, Francisco de Arango, Graf J. de Jaruco y Mompox, Pedro Pablo, Pedro Pablo de Oreilly]	[Arango y Parreno, Graf J. de Jaruco y Mompox]
gnd118554700_9653e1a4-542e-466f-a33a-ac5f96b35e01	1801-01	H. unternimmt eine Exkursion in das Innere Cubas; er besucht u.a. die Hacienda del Fondadero (B: 1./2.2.), die Hacienda de Río Blanco (B: 14.2.), die Hacienda del Almirante (B: 15./16.2.), die Hacienda de San Antonio (B: 17.2.). Kurz danach trifft H. wieder in Havanna (B: 21.2.) ein. H. ändert seinen ursprünglichen Reiseplan, zunächst Mexico aufzusuchen und sich von dort nach den Philippinen zu begeben. Statt dessen wählt er den Landweg nach Perú, in der nicht in Erfüllung gehenden Hoffnung, sich der Weltreise des Kapitäns Thomas-Nicolas Baudin anzuschließen. H. teilt seine und Bonplands Pflanzensammlungen in drei, ungefähr die gleichen Species enthaltende Teile, von denen einer in Havanna verbleibt. Die beiden anderen für London und Paris bestimmten Sendungen gehen verloren.	[Havanna, London, Paris, Philippinen, Río Blanco]	[Antonio, Río Blanco]	[Hacienda de Río Blanco -LRB- B, Hacienda de San Antonio, Hacienda del Almirante, Hacienda del Fondadero, Kapitäns Thomas-Nicolas Baudin]
gnd118554700_4b1c9280-074b-4c74-988e-5c177d1c33b4	1801-03-05	Abreise von Havanna nach Cartagena (Columbien). Reiseroute: Zur Südküste nach Batabanó (dort am 9.3. vor Sonnenaufgang unter Segel), Cayo Buenito (10.3.), Cayo Flamenco, Cayo de Piedras (11.3.), Jagua (13.3.), Trinidad auf Cuba (Zwischenlandung und Übernachtung am 14.3., Weiterreise am 15.3.). Zwischenlandung im Golf von Darién an der Mündung des Río Sinú.	[Batabanó, Cartagena, Columbien, Cuba, Darién, Havanna, Río Sinú, Trinidad]	[Cayo Buenito, Cayo Flamenco, Cayo de Piedras]	[]
gnd118554700_9c7b24ed-37e1-41f6-b196-dff25efc5f6a	1801-03-29	Auf der Weiterfahrt nach Cartagena gerät das Schiff in Seenot; H. kommt, wie ein Jahr zuvor auf dem Orinoco, wieder in große Gefahr.	[Cartagena, Orinoco, Seenot]	[]	[]
gnd118554700_082e2444-933c-4c63-9ee1-5267b025a26f	1801-03-30	H. landet in Cartagena. Er bleibt dort bis zum 6.4.	[Cartagena]	[]	[]
gnd118554700_550a791f-cc5d-495c-99bd-1df939232910	1801-04-06	H. reist nach Turbaco, wo er sich bis zum 19.4. aufhält (Besuch der Schlammvulkane). Trägt Notizen in sein Tagebuch ein, die er im "Kosmos" zitiert (17.-18.4.)	[Turbaco]	[]	[]
